Price,Title,Condition,Kilometers,Year:,Drivetrain:,Make:,Transmission:,Model:,Fuel Type:,Colour:,Body Type:
"$55,614.00MSRP: $55,614.00","2023 Ford Bronco Sport Badlands *DEMO* 1.5L ECOBOOST, WIRELESS C",New,0,2023,All-wheel drive (AWD),Ford,Automatic,Other,Gasoline,Green,"SUV, Crossover"
"$31,995.00 ",2019 Mazda CX-5 GT Bose Navigation Sunroof Carplay HUD Cooled Se,Used,"19,213",2019,All-wheel drive (AWD),Mazda,Automatic,CX-5,Gasoline,Blue,"SUV, Crossover"
"$26,995.00 ",2021 Kia Forte EX No Accident Sunroof Carplay Blindspot Heated S,Used,"24,367",2021,Front-wheel drive (FWD),Kia,,Forte,Gasoline,White,Sedan
"$45,997.00 ",2022 Ford Edge Titanium Titanium | Awd | Vista Sunroof | Navi...,Used,"8,437",2022,All-wheel drive (AWD),Ford,Automatic,Edge,Gasoline,Blue,"SUV, Crossover"
"$8,995.00 ", 2012 Toyota Sienna LE,Used,"452,816",2012,All-wheel drive (AWD),Toyota,Automatic,Sienna,Gasoline,Grey,Other
"$43,995.00 ",2020 Ford F-150 Lariat No Accident Navigation Panoramic Roof B&O,Used,"82,925",2020,4 x 4,Ford,Automatic,F-150,Gasoline,Black,Pickup Truck
"$34,995.00 ",2019 Mercedes-Benz C-Class C300 4MATIC No Accident Panoramic Roo,Used,"67,125",2019,All-wheel drive (AWD),Mercedes-Benz,Automatic,C-Class,Gasoline,White,Sedan
"$35,995.00 ",2020 Audi A4 Sunroof Blindspot Park Assist Carplay,Used,"48,421",2020,All-wheel drive (AWD),Audi,Automatic,A4,Gasoline,Grey,Sedan
"$32,995.00 ",2022 Toyota RAV4 LE No Accident Carplay Blindspot Lane Assist He,Used,"73,206",2022,All-wheel drive (AWD),Toyota,Automatic,RAV4,Gasoline,Grey,"SUV, Crossover"
0,2005 BMW M3 Convertible I NO ACCIDENT,Used,"93,000",2005,Rear-wheel drive (RWD),BMW,Automatic,M3,Other,Silver,Convertible
"$47,995.00 ",2022 Mercedes-Benz GLC 300 4MATIC No Accident 360Cam Ambient Lig,Used,"40,341",2022,All-wheel drive (AWD),Mercedes-Benz,Automatic,GLC,Gasoline,Black,"SUV, Crossover"
"$37,995.00 ",2021 BMW X3 xDrive30i No Accident Carplay Panoramic Roof Blindsp,Used,"77,750",2021,All-wheel drive (AWD),BMW,Automatic,X3,Gasoline,Black,"SUV, Crossover"
0, 2021 Ford Super Duty F-250 SRW XLT,Used,"41,573",2021,Other,Ford,Automatic,F-250,Gasoline,White,Other
"$33,900.00 ",2020 Toyota Camry,Used,"127,428",2020,Front-wheel drive (FWD),Toyota,Automatic,Camry,Other,Black,Sedan
"$16,900.00 ",2014 Audi Q5 2.0 Komfort Leather | Heated Seats | Automatic C...,Used,"176,989",2014,All-wheel drive (AWD),Audi,Automatic,Q5,Gasoline,Grey,"SUV, Crossover"
"$44,598.00 ","2023 Mazda CX-5 Sport Design w/Turbo AWD - Leather, Sunroof",Used,"2,000",2023,All-wheel drive (AWD),Mazda,Automatic,CX-5,Gasoline,White,"SUV, Crossover"
"$63,454.00MSRP: $69,454.00",2023 Ford F-150 XLT,New,0,2023,Other,Ford,Automatic,F-150,Gasoline,White,Pickup Truck
"$37,980.00 ", 2020 Toyota Tundra | SR5 | 5.7L V8 | 4X4 | 8ft box | WE FINANCE,Used,"168,537",2020,4 x 4,Toyota,Automatic,Tundra,Gasoline,Black,Other
"$36,900.00 ",2013 Toyota Tacoma,Used,"43,755",2013,4 x 4,Toyota,Automatic,Tacoma,Other,Grey,Pickup Truck
"$42,552.00MSRP: $42,552.00", 2023 Chevrolet Equinox RS,New,0,2023,All-wheel drive (AWD),Chevrolet,Automatic,Equinox,Gasoline,White,"SUV, Crossover"
"$55,614.00MSRP: $55,614.00","2023 Ford Bronco Sport Badlands *DEMO* 1.5L ECOBOOST, WIRELESS C",New,0,2023,All-wheel drive (AWD),Ford,Automatic,Other,Gasoline,Green,"SUV, Crossover"
"$31,995.00 ",2019 Mazda CX-5 GT Bose Navigation Sunroof Carplay HUD Cooled Se,Used,"19,213",2019,All-wheel drive (AWD),Mazda,Automatic,CX-5,Gasoline,Blue,"SUV, Crossover"
"$26,995.00 ",2021 Kia Forte EX No Accident Sunroof Carplay Blindspot Heated S,Used,"24,367",2021,Front-wheel drive (FWD),Kia,,Forte,Gasoline,White,Sedan
"$45,997.00 ",2022 Ford Edge Titanium Titanium | Awd | Vista Sunroof | Navi...,Used,"8,437",2022,All-wheel drive (AWD),Ford,Automatic,Edge,Gasoline,Blue,"SUV, Crossover"
"$8,995.00 ", 2012 Toyota Sienna LE,Used,"452,816",2012,All-wheel drive (AWD),Toyota,Automatic,Sienna,Gasoline,Grey,Other
"$43,995.00 ",2020 Ford F-150 Lariat No Accident Navigation Panoramic Roof B&O,Used,"82,925",2020,4 x 4,Ford,Automatic,F-150,Gasoline,Black,Pickup Truck
"$34,995.00 ",2019 Mercedes-Benz C-Class C300 4MATIC No Accident Panoramic Roo,Used,"67,125",2019,All-wheel drive (AWD),Mercedes-Benz,Automatic,C-Class,Gasoline,White,Sedan
"$35,995.00 ",2020 Audi A4 Sunroof Blindspot Park Assist Carplay,Used,"48,421",2020,All-wheel drive (AWD),Audi,Automatic,A4,Gasoline,Grey,Sedan
"$32,995.00 ",2022 Toyota RAV4 LE No Accident Carplay Blindspot Lane Assist He,Used,"73,206",2022,All-wheel drive (AWD),Toyota,Automatic,RAV4,Gasoline,Grey,"SUV, Crossover"
0,2005 BMW M3 Convertible I NO ACCIDENT,Used,"93,000",2005,Rear-wheel drive (RWD),BMW,Automatic,M3,Other,Silver,Convertible
"$47,995.00 ",2022 Mercedes-Benz GLC 300 4MATIC No Accident 360Cam Ambient Lig,Used,"40,341",2022,All-wheel drive (AWD),Mercedes-Benz,Automatic,GLC,Gasoline,Black,"SUV, Crossover"
"$37,995.00 ",2021 BMW X3 xDrive30i No Accident Carplay Panoramic Roof Blindsp,Used,"77,750",2021,All-wheel drive (AWD),BMW,Automatic,X3,Gasoline,Black,"SUV, Crossover"
0, 2021 Ford Super Duty F-250 SRW XLT,Used,"41,573",2021,Other,Ford,Automatic,F-250,Gasoline,White,Other
"$33,900.00 ",2020 Toyota Camry,Used,"127,428",2020,Front-wheel drive (FWD),Toyota,Automatic,Camry,Other,Black,Sedan
"$37,995.00 ",2021 BMW X3 xDrive30i Navigation Carplay Panoramic Roof Blindspo,Used,"76,959",2021,All-wheel drive (AWD),BMW,Automatic,X3,Gasoline,Black,"SUV, Crossover"
"$25,995.00 ",2020 Volkswagen Passat Comfortline Low Mileage Remote Start Carp,Used,"36,415",2020,Front-wheel drive (FWD),Volkswagen,Automatic,Passat,Gasoline,Black,Sedan
"$37,800.00 ",2021 BMW 3 Series 330i xDrive No Accident Navigation Blindspot C,Used,"68,893",2021,All-wheel drive (AWD),BMW,Automatic,3-Series,Gasoline,White,Sedan
"$30,995.00 ",2018 Audi Q5 Carplay Heated Seat Low Mileage,Used,"40,217",2018,All-wheel drive (AWD),Audi,Automatic,Q5,Gasoline,Black,"SUV, Crossover"
"$40,025.00MSRP: $40,025.00", 2024 Honda CR-V LX-B,New,0,2024,All-wheel drive (AWD),Honda,Automatic,CR-V,Gasoline,Silver,"SUV, Crossover"
"$25,995.00 ",2021 Hyundai Elantra Preferred Red Leather Sunroof Blindspot Rem,Used,"29,664",2021,Front-wheel drive (FWD),Hyundai,,Elantra,Gasoline,Red,Sedan
"$24,995.00 ",2020 Volkswagen Jetta Comfortline No Accident Carplay Heated Sea,Used,"52,420",2020,Front-wheel drive (FWD),Volkswagen,Automatic,Jetta,Gasoline,Red,Sedan
"$19,995.00 ",2019 Hyundai Elantra Carplay Blindspot Heated Seats Keyless Entr,Used,"62,861",2019,Front-wheel drive (FWD),Hyundai,Automatic,Elantra,Gasoline,White,Sedan
"$31,500.00 ",2021 Toyota RAV4 LE No Accident Carplay Blindspot Lane Assist He,Used,"74,716",2021,All-wheel drive (AWD),Toyota,Automatic,RAV4,Gasoline,Black,"SUV, Crossover"
"$35,995.00 ",2018 Audi A5 Sportback Progressiv S-Line No Accident Navigation ,Used,"52,330",2018,All-wheel drive (AWD),Audi,Automatic,A5,Gasoline,Blue,Hatchback
"$25,995.00 ",2020 Toyota Corolla LE No Accident Sunroof Carplay Push Start Bl,Used,"41,757",2020,Front-wheel drive (FWD),Toyota,,Corolla,Gasoline,Blue,Sedan
"$27,995.00 ",2021 Volkswagen Jetta Highline Navigation Sunroof Push Start Bli,Used,"74,223",2021,Front-wheel drive (FWD),Volkswagen,Automatic,Jetta,Gasoline,White,Sedan
"$37,995.00 ",2021 Mercedes-Benz GLA 250 4MATIC Navigation Blindspot Carplay P,Used,"60,183",2021,All-wheel drive (AWD),Mercedes-Benz,Automatic,GLA,Gasoline,White,"SUV, Crossover"
"$4,995.00 ",2009 Ford Edge Limited Panoramic Roof Leather Keyless Entry Park,Used,"226,377",2009,All-wheel drive (AWD),Ford,Automatic,Edge,Gasoline,Brown,"SUV, Crossover"
"$34,995.00 ",2019 Audi A4 Technik No Accident 360CAM B&O Ambient Light Naviga,Used,"57,074",2019,All-wheel drive (AWD),Audi,Automatic,A4,Gasoline,White,Sedan
"$20,995.00 ",2018 Nissan Sentra SV No Accident Push Start Heated Seats Backup,Used,"28,708",2018,Front-wheel drive (FWD),Nissan,,Sentra,Gasoline,Grey,Sedan
"$27,980.00 ",2021 Hyundai Tucson No Accident Carplay Push Start Blindspot Hea,Used,"75,580",2021,All-wheel drive (AWD),Hyundai,Automatic,Tucson,Gasoline,White,"SUV, Crossover"
"$29,995.00 ",2020 Kia Sportage EX Panoramic Roof Carplay Lane Safety Push Sta,Used,"57,287",2020,All-wheel drive (AWD),Kia,Automatic,Sportage,Gasoline,Grey,"SUV, Crossover"
"$6,995.00 ",2012 Ford Escape XLT Leather Heated Seats Bluetooth Keyless Entr,Used,"190,883",2012,All-wheel drive (AWD),Ford,Automatic,Escape,Gasoline,Black,"SUV, Crossover"
"$38,995.00 ",2017 Toyota Sienna LE No Accident Power Doors Heated Seats Remot,Used,"47,325",2017,All-wheel drive (AWD),Toyota,Automatic,Sienna,Gasoline,Silver,"Minivan, Van"
"$22,995.00 ",2020 Hyundai Elantra Preferred No Accident Carplay Blindspot Hea,Used,"57,446",2020,Front-wheel drive (FWD),Hyundai,,Elantra,Gasoline,Orange,Sedan
"$33,800.00 ",2019 Honda Accord Touring Navigation Sunroof Carplay Cooled Seat,Used,"56,169",2019,Front-wheel drive (FWD),Honda,,Accord,Gasoline,White,Sedan
"$33,995.00 ",2021 Toyota RAV4 LE No Accident Carplay Heated Seats Blindspot L,Used,"44,571",2021,All-wheel drive (AWD),Toyota,Automatic,RAV4,Gasoline,Black,"SUV, Crossover"
"$27,995.00 ",2018 BMW X1 xDrive28i Navigation Panoramic Roof HUD Ambient Ligh,Used,"74,696",2018,All-wheel drive (AWD),BMW,Automatic,X1,Gasoline,Black,"SUV, Crossover"
"$26,995.00 ",2020 Honda Civic Carplay Lane Keep Heated Seats Keyless Entry,Used,"51,333",2020,Front-wheel drive (FWD),Honda,,Civic,Gasoline,White,Sedan
"$49,995.00 ",2020 Ford F-150 Lariat No Accident B&O Navigation Carplay Cooled,Used,"44,725",2020,4 x 4,Ford,Automatic,F-150,Gasoline,Grey,Pickup Truck
"$56,500.00 ","2019 Toyota Sequoia Platinum 5.7L V8 BLUE RAY, NAVI, JBL, MOO...",Used,"115,677",2019,4 x 4,Toyota,Automatic,Sequoia,Gasoline,Grey,"SUV, Crossover"
0,"2019 Infiniti Q50 3.0t Signature Edition AWD w/ Rearview Cam, Bl",Used,"83,408",2019,All-wheel drive (AWD),Infiniti,Automatic,Q50,Other,Blue,Sedan
"$35,595.00 ", 2022 Ford Maverick XLT,Used,"86,705",2022,All-wheel drive (AWD),Ford,Automatic,Maverick,Gasoline,Blue,Pickup Truck
"$15,550.00 ",2014 Jeep Cherokee Sport 4X4 ONLY 153K! **BACK-UP CAMERA**BLU...,Used,"153,190",2014,4 x 4,Jeep,Automatic,Cherokee,Gasoline,White,"SUV, Crossover"
"$22,491.00 ",2018 Toyota RAV4 LE,Used,"128,575",2018,Front-wheel drive (FWD),Toyota,Automatic,RAV4,Gasoline,White,"SUV, Crossover"
"$32,540.00 ", 2019 Toyota RAV4 LE | CLEAN CARFAX| LOW KM'S!,Used,"37,337",2019,All-wheel drive (AWD),Toyota,Automatic,RAV4,Gasoline,Black,"SUV, Crossover"
"$22,995.00 ",2020 Hyundai Elantra Preferred No Accident Carplay Blindspot Hea,Used,"57,446",2020,Front-wheel drive (FWD),Hyundai,,Elantra,Gasoline,Orange,Sedan
"$33,800.00 ",2019 Honda Accord Touring Navigation Sunroof Carplay Cooled Seat,Used,"56,169",2019,Front-wheel drive (FWD),Honda,,Accord,Gasoline,White,Sedan
"$33,995.00 ",2021 Toyota RAV4 LE No Accident Carplay Heated Seats Blindspot L,Used,"44,571",2021,All-wheel drive (AWD),Toyota,Automatic,RAV4,Gasoline,Black,"SUV, Crossover"
"$27,995.00 ",2018 BMW X1 xDrive28i Navigation Panoramic Roof HUD Ambient Ligh,Used,"74,696",2018,All-wheel drive (AWD),BMW,Automatic,X1,Gasoline,Black,"SUV, Crossover"
"$26,995.00 ",2020 Honda Civic Carplay Lane Keep Heated Seats Keyless Entry,Used,"51,333",2020,Front-wheel drive (FWD),Honda,,Civic,Gasoline,White,Sedan
"$49,995.00 ",2020 Ford F-150 Lariat No Accident B&O Navigation Carplay Cooled,Used,"44,725",2020,4 x 4,Ford,Automatic,F-150,Gasoline,Grey,Pickup Truck
"$24,995.00 ",2021 Mitsubishi RVR SE AWC No Accident Carplay Blindspot Heated ,Used,"75,921",2021,All-wheel drive (AWD),Mitsubishi,,RVR,Gasoline,White,"SUV, Crossover"
"$39,995.00 ",2019 Tesla Model 3 Standard Plus No Accident Autopilot 2.5 Navig,Used,"51,571",2019,Rear-wheel drive (RWD),Tesla,Automatic,Model 3,Hybrid-Electric,White,Sedan
"$38,995.00 ",2021 BMW 3 Series 330i xDrive No Accident Navigation Sunroof Car,Used,"74,652",2021,All-wheel drive (AWD),BMW,Automatic,3-Series,Gasoline,Black,Sedan
"$25,990.00 ",2020 Hyundai Tucson No Accident Carplay Push Start Blindspot Hea,Used,"82,906",2020,All-wheel drive (AWD),Hyundai,Automatic,Tucson,Gasoline,Grey,"SUV, Crossover"
"$17,995.00 ",2016 Nissan Rogue SV No Accident Backup Camera Heated Seats Push,Used,"132,354",2016,All-wheel drive (AWD),Nissan,Automatic,Rogue,Gasoline,White,"SUV, Crossover"
"$35,995.00 ",2020 Acura RDX Tech Navigation Panoramic Roof Carplay Blindspot ,Used,"62,164",2020,All-wheel drive (AWD),Acura,Automatic,RDX,Gasoline,Blue,"SUV, Crossover"
"$42,995.00 ",2020 Land Rover Range Rover Evoque P250 First Edition No Acciden,Used,"42,941",2020,All-wheel drive (AWD),Land Rover,Automatic,Range Rover Evoque,Gasoline,Grey,"SUV, Crossover"
"$28,995.00 ",2022 Hyundai Tucson Carplay Lane Keep Heated Seats Keyless Entry,Used,"53,586",2022,Front-wheel drive (FWD),Hyundai,Automatic,Tucson,Gasoline,White,"SUV, Crossover"
"$34,995.00 ",2019 Audi Q5 Progressiv S-Line 360CAM Navigation Panoramic Roof ,Used,"90,049",2019,All-wheel drive (AWD),Audi,Automatic,Q5,Gasoline,Grey,"SUV, Crossover"
"$27,995.00 ",2021 Mazda CX-5 GS No Accident Carplay Lane Keep Leather Blindsp,Used,"77,354",2021,All-wheel drive (AWD),Mazda,Automatic,CX-5,Gasoline,Red,"SUV, Crossover"
"$26,995.00 ",2019 Hyundai IONIQ Electric Ultimate No Accident Infinity Naviga,Used,"79,156",2019,Front-wheel drive (FWD),Hyundai,Automatic,IONIQ,Hybrid-Electric,Silver,Hatchback
"$26,995.00 ",2019 Hyundai Kona Luxury No Accident Sunroof Carplay Leather Bli,Used,"34,399",2019,All-wheel drive (AWD),Hyundai,Automatic,Kona,Gasoline,White,"SUV, Crossover"
"$40,995.00 ",2020 Land Rover Range Rover Evoque P250 SE No Accident Meridian ,Used,"65,562",2020,All-wheel drive (AWD),Land Rover,Automatic,Range Rover Evoque,Gasoline,White,"SUV, Crossover"
"$37,995.00 ",2020 Land Rover Discovery Sport SE No Accident Meridian Navigati,Used,"50,515",2020,All-wheel drive (AWD),Land Rover,Automatic,Other,Gasoline,Black,"SUV, Crossover"
"$10,500.00 ",2015 MAZDA CX-5 GS,Used,"270,000",2015,,Mazda,Automatic,CX-5,Gasoline,White,"SUV, Crossover"
"$19,960.00 ",2014 FORD E-250 CARGO VAN***FULLY CERTIFIED*** E-250,Used,"195,970",2014,Other,Ford,Automatic,E-Series Van,Other,White,Other
"$33,500.00 ",2017 AUDI SQ5 TECHNIK | SINGLE OWNER ,Used,"55,000",2017,,Audi,,SQ5,,,"SUV, Crossover"
"$8,500.00 ",2010 Toyota Matrix XR,Used,"288,705",2010,,Toyota,Automatic,Matrix,Gasoline,Silver,Hatchback
"$8,500.00 ",2005 Porsche Cayenne S,Used,"250,000",2005,All-wheel drive (AWD),Porsche,Automatic,Cayman,Gasoline,Black,"SUV, Crossover"
"$7,000.00 ",2012 SUBARU IMPREZA,Used,"240,000",2012,All-wheel drive (AWD),Subaru,Automatic,Impreza,Gasoline,Grey,Sedan
"$3,000.00 ",Mazda 3 skyactiv 2012 hatch back for sale 270000 km,Used,"270,000",2012,Front-wheel drive (FWD),Mazda,Other,Other,Gasoline,Blue,Sedan
"$5,800.00 ",2011 Honda Civic DX-G Sedan -- FWD Manual,Used,"216,023",2011,Front-wheel drive (FWD),Honda,Manual,Other,Gasoline,White,Sedan
"$16,000.00 ",Very good condition personal 2013 Ford Explorer XLT AWD,Used,"209,317",2013,4 x 4,Ford,Automatic,Explorer,Gasoline,Black,"SUV, Crossover"
"$4,200.00 ",Nissan Sentra,Used,"212,000",2007,,Nissan,,Sentra,,,Sedan
"$5,000.00 ",Mercedes Benz c280 2007 Avantgarde,Used,"161,000",2007,,Mercedes-Benz,,C-Class,Gasoline,Black,Sedan
"$72,699.00MSRP: $72,699.00", 2024 Chevrolet Blazer EV eAWD RS,New,0,2024,All-wheel drive (AWD),Chevrolet,Automatic,Other,Electric,Black,"SUV, Crossover"
"$3,000.00 ",Nissan Sentra (2009),Used,"200,600",2009,Front-wheel drive (FWD),Nissan,Automatic,Sentra,Gasoline,Silver,Sedan
"$13,000.00 ",LOW KMS 2015 Mazda 3 ,Used,"74,500",2015,,Mazda,,3,,Black,Sedan
"$32,995.00 ",2018 Honda Accord Sport 2.0T LEATHERETTE| SUNROOF| 2.0T | APP...,Used,"52,150",2018,Front-wheel drive (FWD),Honda,Automatic,Accord,Gasoline,White,Sedan
"$37,695.00 ",2015 Tesla Model S,Used,"121,285",2015,All-wheel drive (AWD),Tesla,Automatic,Model S,Other,Black,Hatchback
"$13,599.00 ",2013 Toyota RAV4 XLE,Used,"195,325",2013,Front-wheel drive (FWD),Toyota,Automatic,RAV4,Gasoline,Blue,"SUV, Crossover"
"$28,452.00 ", 2020 Toyota Camry SE | LEATHER | CAMERA | HEATED SEATS,Used,"70,927",2020,Front-wheel drive (FWD),Toyota,Automatic,Camry,Other,White,Sedan
"$3,995.00 "," 2010 Chevrolet Impala *ONLY 121,000KMS*ALLOYS*RUNS WELL*AS IS S",Used,"121,715",2010,Front-wheel drive (FWD),Chevrolet,Automatic,Impala,Gasoline,White,Sedan
"$1,995.00 ", 2014 Chevrolet Equinox *ENGINE NOISY*NEEDS TIMING CHAIN*MECHANI,Used,"242,981",2014,Front-wheel drive (FWD),Chevrolet,Automatic,Equinox,Gasoline,Silver,"SUV, Crossover"
"$58,999.00 ",2021 Ram 1500 | Rebel | Clean Carfax | Diesel | Heated Seats,Used,"46,900",2021,4 x 4,Ram,Automatic,1500,Diesel,Silver,Pickup Truck
0,2023 Honda CR-V Sport | Sunroof | Blindspot | Carplay,Used,"3,187",2023,All-wheel drive (AWD),Honda,Automatic,CR-V,Gasoline,Grey,"SUV, Crossover"
"$15,500.00 ",2015 Hyundai Sonata Limited Sport- Fully certified,Used,"106,900",2015,Front-wheel drive (FWD),Hyundai,Automatic,Sonata,Gasoline,Black,Sedan
"$27,557.00 ",2019 Honda Civic Sedan Touring - Sunroof | Nav | Heated Seats,Used,"52,052",2019,Front-wheel drive (FWD),Honda,Automatic,Civic,Gasoline,Other,Sedan
"$18,499.00 ",2014 Toyota RAV4 Limited | Leather Seats | Alloy Wheels,Used,"162,850",2014,All-wheel drive (AWD),Toyota,Automatic,RAV4,Gasoline,Grey,"SUV, Crossover"
"$38,999.00 ",2020 Chevrolet Blazer,Used,"33,588",2020,All-wheel drive (AWD),Chevrolet,Automatic,Blazer,Other,Black,Other
"$33,500.00 ",2017 AUDI SQ5 TECHNIK | SINGLE OWNER ,Used,"55,000",2017,,Audi,,SQ5,,,"SUV, Crossover"
"$8,500.00 ",2010 Toyota Matrix XR,Used,"288,705",2010,,Toyota,Automatic,Matrix,Gasoline,Silver,Hatchback
"$8,500.00 ",2005 Porsche Cayenne S,Used,"250,000",2005,All-wheel drive (AWD),Porsche,Automatic,Cayman,Gasoline,Black,"SUV, Crossover"
"$7,000.00 ",2012 SUBARU IMPREZA,Used,"240,000",2012,All-wheel drive (AWD),Subaru,Automatic,Impreza,Gasoline,Grey,Sedan
"$3,000.00 ",Mazda 3 skyactiv 2012 hatch back for sale 270000 km,Used,"270,000",2012,Front-wheel drive (FWD),Mazda,Other,Other,Gasoline,Blue,Sedan
"$5,800.00 ",2011 Honda Civic DX-G Sedan -- FWD Manual,Used,"216,023",2011,Front-wheel drive (FWD),Honda,Manual,Other,Gasoline,White,Sedan
"$16,000.00 ",Very good condition personal 2013 Ford Explorer XLT AWD,Used,"209,317",2013,4 x 4,Ford,Automatic,Explorer,Gasoline,Black,"SUV, Crossover"
"$4,200.00 ",Nissan Sentra,Used,"212,000",2007,,Nissan,,Sentra,,,Sedan
"$5,000.00 ",Mercedes Benz c280 2007 Avantgarde,Used,"161,000",2007,,Mercedes-Benz,,C-Class,Gasoline,Black,Sedan
"$72,699.00MSRP: $72,699.00", 2024 Chevrolet Blazer EV eAWD RS,New,0,2024,All-wheel drive (AWD),Chevrolet,Automatic,Other,Electric,Black,"SUV, Crossover"
"$3,000.00 ",Nissan Sentra (2009),Used,"200,600",2009,Front-wheel drive (FWD),Nissan,Automatic,Sentra,Gasoline,Silver,Sedan
"$13,000.00 ",LOW KMS 2015 Mazda 3 ,Used,"74,500",2015,,Mazda,,3,,Black,Sedan
"$32,995.00 ",2018 Honda Accord Sport 2.0T LEATHERETTE| SUNROOF| 2.0T | APP...,Used,"52,150",2018,Front-wheel drive (FWD),Honda,Automatic,Accord,Gasoline,White,Sedan
"$37,695.00 ",2015 Tesla Model S,Used,"121,285",2015,All-wheel drive (AWD),Tesla,Automatic,Model S,Other,Black,Hatchback
"$13,599.00 ",2013 Toyota RAV4 XLE,Used,"195,325",2013,Front-wheel drive (FWD),Toyota,Automatic,RAV4,Gasoline,Blue,"SUV, Crossover"
"$28,452.00 ", 2020 Toyota Camry SE | LEATHER | CAMERA | HEATED SEATS,Used,"70,927",2020,Front-wheel drive (FWD),Toyota,Automatic,Camry,Other,White,Sedan
"$3,995.00 "," 2010 Chevrolet Impala *ONLY 121,000KMS*ALLOYS*RUNS WELL*AS IS S",Used,"121,715",2010,Front-wheel drive (FWD),Chevrolet,Automatic,Impala,Gasoline,White,Sedan
"$1,995.00 ", 2014 Chevrolet Equinox *ENGINE NOISY*NEEDS TIMING CHAIN*MECHANI,Used,"242,981",2014,Front-wheel drive (FWD),Chevrolet,Automatic,Equinox,Gasoline,Silver,"SUV, Crossover"
"$66,661.00MSRP: $69,300.00", 2023 Ford F-150 XLT,New,0,2023,Other,Ford,Automatic,F-150,Other,Black,Other
"$14,495.00 ", 2014 Nissan Frontier Pro-4X*4X4*4 DOOR*TOPPER*ROOF RACK*CERTIFI,Used,"233,963",2014,4 x 4,Nissan,Automatic,Frontier,Gasoline,White,Pickup Truck
Please Contact,2017 Chevrolet Cruze LT Auto,Used,"72,838",2017,Front-wheel drive (FWD),Chevrolet,Automatic,Cruze,Gasoline,Red,Sedan
"$44,995.00 ", 2019 RAM 2500 POWERWAGON*WINCH*4X4*CREW*BIG SCREEN*NEW BODY*CER,Used,"157,124",2019,4 x 4,Ram,Automatic,2500,Gasoline,Black,Pickup Truck
"$27,500.00 ",2016 Ram 1500 BIG HORN DIESEL 1 OWNER CLEAN CARFAX CERTIFIED,Used,"72,530",2016,4 x 4,Ram,Automatic,1500,Diesel,Grey,Pickup Truck
"$1,995.00 ", 2012 Dodge Grand Caravan SXT*STOWNGO*ALLOYS*NEEDS ENGINE*MECHAN,Used,"220,000",2012,Front-wheel drive (FWD),Dodge,Automatic,Grand Caravan,Gasoline,Red,Other
"$11,750.00 ",2014 FORD EXPLORER AWD POLICE INTERCEPTOR UTILITY,Used,"152,088",2014,All-wheel drive (AWD),Ford,Automatic,Explorer,Other,Black,"SUV, Crossover"
"$67,314.00 ",2022 Chrysler Pacifica Limited Uconnect Theater Family Group...,Used,"19,395",2022,All-wheel drive (AWD),Chrysler,Automatic,Pacifica,Gasoline,White,Other
"$66,270.00MSRP: $73,340.00",2023 Ford Mustang Mach-E Premium AWD,New,0,2023,All-wheel drive (AWD),Ford,,Other,Hybrid-Electric,White,"SUV, Crossover"
"$2,495.00 ", 1999 Honda CR-V *4X4*GREAT SHAPE*RELIABLE*ONLY 187KMS*AS IS,Used,"187,091",1999,4 x 4,Honda,Automatic,CR-V,Gasoline,Grey,Other
0,2016 Nissan Maxima,Used,"90,590",2016,Front-wheel drive (FWD),Nissan,Automatic,Maxima,Other,Grey,Sedan
"$9,995.00 ",2014 Kia Forte 5-Door,Used,"197,208",2014,Front-wheel drive (FWD),Kia,Automatic,Other,Other,Black,Hatchback
"$77,155.00MSRP: $88,405.00",2023 Ford F-150 Lariat,New,0,2023,4 x 4,Ford,Automatic,F-150,Gasoline,Red,Pickup Truck
0,2020 Tesla Model 3,Used,"64,462",2020,Rear-wheel drive (RWD),Tesla,Automatic,Model 3,Other,White,Sedan
"$23,795.00 ",2015 Land Rover Range Rover Evoque,Used,"121,106",2015,All-wheel drive (AWD),Land Rover,Automatic,Range Rover Evoque,Other,White,"SUV, Crossover"
"$25,395.00 ",2022 Nissan Kicks,Used,"25,950",2022,Front-wheel drive (FWD),Nissan,Automatic,Other,Other,Grey,Hatchback
"$15,795.00 ",2014 Ford Escape,Used,"153,575",2014,All-wheel drive (AWD),Ford,Automatic,Escape,Other,Black,"SUV, Crossover"
"$60,925.00 ", 2022 Jeep Grand Cherokee WK Altitude,Used,12,2022,4 x 4,Jeep,,Grand Cherokee,Gasoline,White,"SUV, Crossover"
"$110,975.00 ", 2022 Jeep Grand Wagoneer Series I,Used,"18,113",2022,4 x 4,Jeep,,Grand Wagoneer,Gasoline,Black,"SUV, Crossover"
"$99,432.00 ", 2022 Ram 1500 Limited,Used,"19,136",2022,4 x 4,Ram,,1500,Gasoline,White,Pickup Truck
"$47,795.00 ",2019 GMC Sierra 1500 Elevation - Certified - Remote Start - $366,Used,"94,731",2019,4 x 4,GMC,Automatic,Sierra 1500,Gasoline,Silver,Pickup Truck
"$58,628.00 ",2023 Jeep Gladiator Sport S NEW CAR!!,Used,5,2023,4 x 4,Jeep,Automatic,Gladiator,Gasoline,Black,Other
"$58,063.00MSRP: $70,075.00",2023 Ram 1500 Classic,New,0,2023,Other,Ram,Automatic,1500,Gasoline,Black,Pickup Truck
"$29,995.00 ", 2016 Ford F-250 SD XLT,Used,"220,000",2016,4 x 4,Ford,Automatic,F-250,Other,Other,Other
